time,open,high,low,close,volume,trades
1594915200,9125.25,9143.65,9112.09,9116.56,1939.029996,32800
1594918800,9116.55,9137,9115.05,9125.21,1580.533885,25074
1594922400,9125.21,9153,9121,9125.19,1627.525423,28243
1594926000,9125.19,9131.59,9120.27,9126.13,1078.596795,21705
1594929600,9126.13,9133,9091.1,9111.19,1467.411929,29970
1594933200,9111.22,9137.41,9111.22,9126.11,766.087919,15997
1594936800,9126.1,9146.35,9126.1,9138.13,907.883346,16288
1594940400,9138.13,9147.9,9127.21,9133.72,1129.671184,20227
1594944000,9133.72,9142.06,9114.83,9117.47,991.881659,18480
1594947600,9117.47,9140,9116.15,9118.05,889.918051,17568
1594951200,9118.05,9135,9115.01,9123.85,867.150514,14709
1594954800,9123.86,9126,9105.11,9119.81,768.732027,13257
1594958400,9119.81,9125.88,9105.39,9115.95,993.421167,17568
1594962000,9115.95,9122.02,9089.81,9102.39,1594.534178,20195
1594965600,9102.39,9133.93,9102.38,9121.64,1273.792591,18158
1594969200,9121.64,9133.22,9107,9109.94,1299.894044,20465
1594972800,9109.94,9115.97,9095.23,9109.99,1339.80428,19639
1594976400,9110,9126.83,9100.29,9123,1464.458883,22032
1594980000,9123,9129.37,9112.05,9117.69,1146.875136,20624
1594983600,9117.8,9142.07,9101,9138.92,1525.343696,24114
1594987200,9138.92,9186.83,9138.92,9162.87,2773.0205,38428
1594990800,9162.88,9174,9145,9161.58,1313.359865,22968
1594994400,9161.52,9163.24,9139.91,9152.19,1316.175118,22334
1594998000,9152.18,9164.54,9143.08,9148.37,1329.230303,21632
1595001600,9148.16,9162.38,9142,9152.09,1182.30868,20189
1595005200,9152.08,9155,9128,9149.87,1217.840397,20907
1595008800,9149.87,9170,9148.54,9161.74,1348.074967,21349
1595012400,9161.73,9168.94,9152.55,9164.75,720.256662,18688
1595016000,9164.74,9180,9151.95,9155.45,911.686518,17181
1595019600,9155.45,9164.37,9147.2,9151.38,582.777024,14171
1595023200,9151.38,9162.89,9144.05,9162.82,560.832724,12256
1595026800,9162.82,9167.94,9153.83,9154.32,642.989757,14079
1595030400,9154.31,9168.88,9146.91,9149.97,1221.97707,23557
1595034000,9149.98,9155.2,9139.78,9140.44,936.09142,17788
1595037600,9140.43,9145.99,9121.1,9142.24,1306.110148,22833
1595041200,9142.24,9142.25,9123.88,9135.02,767.382715,17770
1595044800,9135.01,9146.34,9127.73,9140.54,753.325418,17195
1595048400,9140.54,9143.61,9128.9,9135.63,606.737971,11747
1595052000,9135.63,9139.39,9131.87,9133.47,586.192822,12732
1595055600,9133.48,9138.83,9130.56,9132.37,636.563859,13373
1595059200,9132.36,9158.34,9123.92,9153.42,990.103406,17848
1595062800,9153.42,9219.3,9153.42,9165.83,2658.385682,30977
1595066400,9165.9,9179.18,9164.98,9166.97,816.709308,17910
1595070000,9166.96,9175.59,9157.05,9159.9,853.161265,17098
1595073600,9159.91,9174.59,9159.41,9165.69,737.569919,16472
1595077200,9165.7,9175,9158.43,9167.54,822.471144,18455
1595080800,9167.5,9168.52,9153.42,9163.66,875.918284,16779
1595084400,9163.66,9171.23,9163.66,9169.57,832.660059,18019
1595088000,9169.57,9172.25,9158.55,9164.57,946.162278,17435
1595091600,9164.57,9173.81,9163.21,9169.63,876.260135,17108
1595095200,9169.63,9197.5,9165.92,9183,1422.849597,24979
1595098800,9183,9200,9147.92,9163.84,1514.734948,24922
1595102400,9163.85,9179.29,9156.49,9172.09,710.94261,15765
1595106000,9172.09,9173.85,9162.35,9171.15,469.523355,15948
1595109600,9171.13,9175.92,9161.85,9164.73,604.974185,11870
1595113200,9164.74,9175.31,9164.32,9170.28,607.733859,11797
1595116800,9170.3,9180.79,9168.34,9177.82,616.952504,12979
1595120400,9177.82,9179.17,9159.32,9161.89,761.630636,13771
1595124000,9161.88,9170,9153.94,9157.52,695.306961,14219
1595127600,9157.53,9158.54,9140.38,9153.41,893.089989,15820
1595131200,9153.41,9160,9145.2,9153.22,705.172076,13969
1595134800,9153.22,9156.55,9142,9143.79,699.472667,14932
1595138400,9143.79,9158.11,9139.27,9157.4,767.244691,14155
1595142000,9157.43,9157.93,9153.57,9154.78,570.297744,11847
1595145600,9154.79,9156.2,9138.81,9155.77,855.398538,15033
1595149200,9155.73,9156.2,9143,9153.89,726.902223,14150
1595152800,9153.89,9154,9101.35,9124.94,2301.466655,34590
1595156400,9124.93,9136.24,9111.39,9124.41,1107.529142,21849
1595160000,9124.41,9136.81,9110,9132.32,1214.258164,22282
1595163600,9132.46,9135,9118.83,9127.04,887.008565,15710
1595167200,9127.05,9135,9122,9131.3,753.05823,15632
1595170800,9131.3,9135.51,9118,9119.89,1074.605754,21002
1595174400,9120.59,9171.11,9116.31,9148.15,1466.433075,25142
1595178000,9148.02,9158.65,9137.04,9150.94,929.800692,17194
1595181600,9150.96,9161.96,9144.78,9156.54,771.463846,14183
1595185200,9156.54,9165.54,9147.52,9165.44,801.723916,16470
1595188800,9165.45,9171.69,9153.27,9165.39,1176.077879,17763
1595192400,9165.4,9177.01,9154.68,9170.01,1086.824603,19387
1595196000,9170,9204.74,9162.45,9185.76,2766.387499,25603
1595199600,9185.76,9232.27,9185.76,9208.99,2423.913368,32767
1595203200,9208.99,9221.52,9180,9187.96,1583.894287,23670
1595206800,9187.96,9192.98,9175.83,9177.55,943.389637,17321
1595210400,9177.59,9192.7,9174.35,9188.72,924.958993,18258
1595214000,9188.73,9193.79,9179.48,9191.99,989.127288,15139
1595217600,9191.98,9192.73,9173.6,9180.28,849.996906,13025
1595221200,9180.28,9194.31,9179.85,9193.86,831.175692,14495
1595224800,9193.83,9193.84,9179.06,9180.59,1093.970891,17668
1595228400,9180.59,9182.07,9171.22,9180.72,1652.761073,20874
1595232000,9180.72,9189.87,9177.57,9188.31,1374.859027,19593
1595235600,9188.32,9190,9181.63,9184,1771.820873,25156
1595239200,9184.01,9185.34,9131,9155.34,2467.545767,34127
1595242800,9155.35,9163.87,9141.02,9147.75,1740.484358,23760
1595246400,9147.72,9165.13,9140.82,9162.38,1754.112405,24181
1595250000,9162.39,9163.64,9142.02,9148.4,1760.642211,29038
1595253600,9148.4,9177.38,9146.16,9169.99,1642.480195,26201
1595257200,9169.99,9179.75,9165,9173.75,1442.407509,23684
1595260800,9173.82,9175.65,9160.15,9175.64,1392.585839,25969
1595264400,9175.64,9203.6,9175.64,9192.06,2015.333257,27643
1595268000,9192.06,9198.3,9172.76,9180.48,1588.233692,25465
1595271600,9180.52,9185.36,9146.43,9158.65,3092.778593,48386
1595275200,9158.64,9185,9151.44,9172.08,1612.774238,25117
1595278800,9172.07,9173.56,9141.19,9167.48,821.427982,20558
1595282400,9167.47,9175,9151.68,9164.8,1087.586123,19737
1595286000,9164.81,9178.17,9155.85,9160.78,1024.417246,18031
1595289600,9160.78,9174.66,9152.8,9170.24,1163.823776,20385
1595293200,9170.24,9195.41,9169.89,9178.56,1324.683109,24381
1595296800,9178.56,9185.98,9169.86,9178.56,828.279772,16530
1595300400,9178.55,9181.61,9164.36,9180.83,1093.893352,21022
1595304000,9180.71,9184.22,9173.34,9175.06,877.703457,17894
1595307600,9175.05,9207,9174.64,9189.53,1440.280917,19986
1595311200,9189.18,9202.3,9176.71,9197,1434.356409,25708
1595314800,9196.87,9353,9193.42,9315.29,9540.589919,91403
1595318400,9315.28,9335.86,9302.55,9310.76,4042.641261,48440
1595322000,9310.76,9341.98,9310.5,9315.29,3035.542189,38288
1595325600,9315.3,9350,9313.03,9347.6,2639.762805,37420
1595329200,9347.59,9350,9327.08,9344.63,2059.820925,28090
1595332800,9344.64,9395.91,9344.58,9367.57,6021.214178,51470
1595336400,9367.57,9437.73,9365.1,9408.98,5942.03217,62689
1595340000,9408.99,9420,9353.93,9377.04,3551.944974,45340
1595343600,9377.03,9383.96,9325,9338,3027.640438,39334
1595347200,9337.99,9359.32,9318.35,9356.38,2392.362151,38170
1595350800,9356.38,9368.94,9343.06,9365.26,1679.271589,23394
1595354400,9365.26,9387.94,9358.13,9387.14,2031.465794,22835
1595358000,9387.13,9391.83,9342.62,9354.35,1678.892981,26209
1595361600,9354.35,9372.33,9354.34,9371.5,1527.078303,21897
1595365200,9371.5,9382.9,9352.27,9375.88,1140.348526,28404
1595368800,9375.87,9391.25,9361,9378.05,958.033768,17476
1595372400,9378.06,9390,9370,9390,981.919723,16194
1595376000,9390,9392.82,9349.46,9357.68,1323.223557,21455
1595379600,9357.43,9386.99,9349.73,9363.61,1472.906139,19227
1595383200,9363.6,9375.62,9357.73,9366.02,1482.441314,18046
1595386800,9366.02,9370,9354.06,9359.06,1270.174563,16340
1595390400,9359.05,9367.5,9344.44,9345.69,1066.484198,15852
1595394000,9345.8,9357.23,9327.81,9342.65,1683.53059,22445
1595397600,9342.96,9350,9334.34,9335.52,1312.271807,19576
1595401200,9335.51,9360.81,9261,9302,2808.141025,33339
1595404800,9302,9325.13,9291.22,9310.56,2318.935927,29594
1595408400,9310.56,9330,9303.7,9315.39,1884.453232,27852
1595412000,9315.4,9343.22,9313.38,9338,1542.628016,23187
1595415600,9338,9354.58,9318.64,9344.68,1615.337724,23343
1595419200,9344.69,9345.14,9317.39,9328.99,1763.470346,24592
1595422800,9329,9337.24,9317.9,9329.75,1524.39773,22022
1595426400,9329.76,9339.94,9311.11,9337.8,1832.41186,26820
1595430000,9337.88,9354,9330.78,9338.14,2045.225713,30045
1595433600,9338.14,9346.44,9325.27,9328.14,2065.342,27667
1595437200,9328.14,9372,9328.02,9364.31,2264.142432,29699
1595440800,9364.3,9379.25,9354.31,9366.1,1625.036196,23287
1595444400,9366.09,9385,9357.4,9373.88,1776.942166,23084
1595448000,9373.88,9385.44,9364.98,9367.71,1326.96656,18766
1595451600,9367.71,9378.22,9360,9374.25,1206.682941,23069
1595455200,9374.25,9544,9368.75,9500,8489.099279,99890
1595458800,9500,9533,9498.66,9518.16,3114.758792,43832
1595462400,9518.16,9533.7,9500.73,9506.69,2604.915379,36183
1595466000,9506.69,9519.5,9492.32,9517,1530.801586,25522
1595469600,9517,9526.92,9491.7,9499.03,1525.519008,26663
1595473200,9499.03,9499.5,9461,9491.99,1994.417173,26014
1595476800,9492,9499.35,9484.83,9498.83,1002.034506,15852
1595480400,9498.83,9498.93,9462,9489.68,1960.436695,26485
1595484000,9489.63,9498.68,9479.73,9492,1414.310451,21572
1595487600,9492,9509.97,9486.63,9491.67,1939.600869,25997
1595491200,9491.66,9527,9480,9516.32,2084.666816,29797
1595494800,9516.32,9516.33,9487,9501.41,1599.221943,23670
1595498400,9501.44,9509.01,9485.97,9490.98,1898.718111,25302
1595502000,9490.97,9512,9485,9507.01,1504.370183,20756
1595505600,9507.01,9512,9483.78,9489.33,1607.802081,23039
1595509200,9489.34,9500,9480,9498.15,2061.588583,26682
1595512800,9498.15,9585,9440.33,9493.85,5978.562216,79447
1595516400,9493.85,9536,9477,9524.99,2364.393905,36107
1595520000,9525,9620,9510.67,9619.28,5566.195619,67237
1595523600,9618.75,9664,9585.86,9609.14,5201.460671,64921
1595527200,9609.14,9617.28,9564,9582.2,2353.288858,32525
1595530800,9582.2,9599.46,9572,9595.8,1692.228595,25473
1595534400,9595.67,9599.93,9567.24,9578.99,1144.802091,22053
1595538000,9578.89,9610,9570,9604.94,1026.556855,22100
1595541600,9604.94,9608.01,9586,9592.03,936.442129,17576
1595545200,9592.03,9607,9585.44,9603.27,863.899177,14398
1595548800,9603.27,9606.83,9570,9583.56,1182.979192,21339
1595552400,9583.57,9592.61,9552.59,9571.98,1156.361592,18811
1595556000,9571.98,9583.57,9554.03,9569.32,846.870447,15404
1595559600,9569.32,9575.43,9535.75,9561.55,1446.424646,20192
1595563200,9561.59,9571.04,9527.31,9535.27,1301.932834,20733
1595566800,9535.26,9550,9508.83,9547.77,1983.732548,23394
1595570400,9547.77,9548.34,9470.08,9474.5,2763.512567,37522
1595574000,9474.09,9509,9463.44,9508.02,2150.727324,32100
1595577600,9508.02,9510.83,9477.35,9505.07,1950.880883,25608
1595581200,9505.08,9526.41,9503.58,9526.29,1505.306768,20018
1595584800,9526.29,9560,9522.61,9540.85,1731.051719,25928
1595588400,9540.96,9548.05,9525.82,9532.09,2503.521152,44267
1595592000,9532.09,9533.53,9502.82,9521.35,2551.053039,46384
1595595600,9521.35,9538.21,9497.44,9503.97,1941.282546,31924
1595599200,9503.97,9538.02,9503.04,9537.78,1931.828436,27096
1595602800,9537.77,9566.38,9523.56,9551.68,2154.17051,32854
1595606400,9551.69,9583.36,9520,9575.73,2119.739066,31800
1595610000,9575.73,9579.1,9522,9557.44,1736.859399,31706
1595613600,9557.66,9589,9556,9580.01,1927.603117,31176
1595617200,9580,9583.8,9560,9581.76,1236.182213,21678
1595620800,9581.76,9620,9567.23,9615.29,2119.244392,26663
1595624400,9615.32,9637,9588.08,9591.55,2088.164018,35305
1595628000,9591.55,9593.46,9522,9533.92,2069.404213,32799
1595631600,9533.92,9552.44,9513,9537.8,1532.303584,23024
1595635200,9538.1,9554.27,9528.48,9537.58,1019.322301,20174
1595638800,9537.58,9570,9513,9564.74,984.351494,19898
1595642400,9564.73,9579.49,9558.79,9571.8,1256.868263,22729
1595646000,9571.8,9623.51,9571.79,9581.58,3007.711227,33520
1595649600,9581.59,9594.53,9566.56,9584.81,1057.778785,21123
1595653200,9584.92,9624.13,9566.55,9587.29,1710.504332,29685
1595656800,9587.25,9620,9579.29,9589.01,1314.9893,25342
1595660400,9589.01,9594.84,9564.82,9568.5,1220.4113,21163
1595664000,9568.5,9606.9,9560.93,9585.37,1535.173578,24919
1595667600,9585.2,9603.45,9563,9569.38,1360.27425,23083
1595671200,9569.38,9584.99,9559.84,9581.7,1329.952016,21969
1595674800,9581.69,9593,9572.84,9574.29,921.049461,17045
1595678400,9574.29,9606,9568.16,9603.79,1385.322171,23100
1595682000,9603.83,9610.92,9552.29,9582.22,2070.91599,32437
1595685600,9582.23,9594.01,9568,9584.3,1099.924906,21032
1595689200,9584.31,9598.41,9575.13,9593.19,1143.667346,22785
1595692800,9593.2,9630,9573.61,9615.51,2357.88369,40050
1595696400,9615.53,9708.81,9608.19,9688.49,4939.570344,63639
1595700000,9688.49,9708.26,9636.09,9665.02,2106.064751,31667
1595703600,9665.01,9685.5,9648.68,9674.14,1212.319058,22227
1595707200,9674.14,9730.19,9671.73,9713.89,2801.634267,40404
1595710800,9713.9,9732.9,9675.22,9694.96,1463.992082,37344
1595714400,9694.96,9708.57,9682.64,9704.68,1547.197571,26634
1595718000,9704.91,9724.48,9668.88,9700.42,1832.666933,33253
1595721600,9700.42,9704.08,9662.51,9682.56,1484.673369,27595
1595725200,9682.52,9689.75,9650,9664.71,1892.35052,24243
1595728800,9664.71,9683.42,9653.85,9669.84,943.21877,20602
1595732400,9669.84,9687.8,9663.84,9677.69,952.837555,19635
1595736000,9677.69,9680,9660.35,9668.47,868.893686,17923
1595739600,9668.4,9688.9,9664.18,9678.1,943.865894,18469
1595743200,9678.06,9701,9672.59,9698.77,1266.899428,20717
1595746800,9698.76,9736,9683.97,9716.54,2689.334913,33345
1595750400,9716.53,9788.88,9702.97,9770.04,4049.748207,53063
1595754000,9770.06,9845,9745,9838.97,4462.260659,59662
1595757600,9837.58,10111,9837.58,10004,16124.32281,178945
1595761200,10004.01,10006,9950,9970.87,3658.183159,56320
1595764800,9970.86,9990,9810.5,9878.29,5005.861353,67550
1595768400,9878.29,9927.46,9863,9887.23,2404.34987,40156
1595772000,9887.24,9960.85,9882.35,9950.92,2208.7681,31539
1595775600,9950.92,9983.06,9907.11,9961.83,3043.044756,44881
1595779200,9961.83,9988,9895.12,9896.29,2899.536395,49341
1595782800,9896.29,9924.7,9888.04,9909.23,1373.761137,26417
1595786400,9909.22,9930,9876.02,9917,1797.044948,28467
1595790000,9917,9917.95,9845.2,9866,1670.060991,25707
1595793600,9866,9895.97,9840.9,9887.87,1530.598663,23327
1595797200,9887.87,9906.11,9871.03,9879.98,998.457373,21465
1595800800,9879.98,9940,9879.9,9917.6,1844.746718,31845
1595804400,9917.58,9935.84,9898.97,9931.54,1166.450049,24397
1595808000,9931.54,10045,9917.21,9972.98,3951.179114,54664
1595811600,9972.85,10100,9971.71,10080,5729.451441,79980
1595815200,10079.99,10086.11,10024.01,10053.34,2397.496884,37843
1595818800,10053.33,10315,10050.87,10248.84,9738.119574,118147
1595822400,10248.85,10307.04,10170,10207.37,5712.412716,78569
1595826000,10207.36,10319.89,10193.06,10287.99,4082.067064,72639
1595829600,10287.99,10301.48,10215.08,10280.95,3929.601356,65879
1595833200,10280.95,10280.96,10138.86,10157.95,3961.814799,64308
1595836800,10157.95,10185.33,10120,10170.17,4265.657835,83536
1595840400,10169.79,10260,10136.13,10246.46,3658.806037,52765
1595844000,10245.89,10288.88,10213.35,10258.8,3628.076154,49391
1595847600,10258.8,10328,10201,10255.92,4721.676601,65423
1595851200,10255.93,10309.97,10223.2,10292.08,4274.112099,51076
1595854800,10291.49,10389.22,10240.3,10353.9,7267.245612,88857
1595858400,10353.9,10440,10302.15,10415.1,7972.567555,110290
1595862000,10415.11,10416.53,10276.03,10299.9,5857.71611,91481
1595865600,10299.99,10780,10294.42,10720.68,13431.24287,151098
1595869200,10720.19,10950,10650,10872.57,15202.44554,169777
1595872800,10872.56,10903,10731.59,10841.22,5739.442483,67411
1595876400,10841.22,10843.6,10720.03,10792,3790.421602,45984
1595880000,10792,10883.62,10782.02,10875.36,3079.844173,37294
1595883600,10875.19,11120,10807.09,11088.73,5949.702322,63614
1595887200,11088.67,11394.86,11050,11206.21,13785.59274,115055
1595890800,11209.25,11210.64,10680,11029.96,8062.24046,86007
1595894400,11029.96,11242.23,11024.73,11155.86,3989.52936,58888
1595898000,11155.2,11238,11088.76,11200,3372.490995,49906
1595901600,11200,11200,10961.24,10974.32,3673.411497,53067
1595905200,10974.33,10986.84,10828,10971.42,4928.537281,70461
1595908800,10970.88,11045.2,10933.07,11044.98,2865.830335,53555
1595912400,11044.44,11045.31,10854.55,10883.65,3421.194056,60781
1595916000,10883.89,10995.55,10835,10940.73,4521.651495,65385
1595919600,10940.72,11000,10840,10881.62,3723.141514,57118
1595923200,10881.62,10905.68,10700,10725.96,5985.956557,74628
1595926800,10725.24,10810.07,10695.3,10770.27,4710.002866,67109
1595930400,10770.17,10823.99,10565,10806.18,7227.70092,92104
1595934000,10806.39,11023,10790.04,10983.9,6927.313876,87081
1595937600,10983.89,11063.35,10907.8,10992.45,4895.161204,69109
1595941200,10992.46,11034.51,10907,10989.32,3917.257991,57096
1595944800,10989.53,11172.8,10959.82,11169,6496.196169,94424
1595948400,11169.02,11180,11067.91,11150.26,3635.735828,59111
1595952000,11150.25,11176.61,10852.46,10956.94,7352.446572,110009
1595955600,10956.73,11025,10900.96,10936.64,3396.21215,57599
1595959200,10936.64,10959.32,10840,10915.36,2888.704131,48098
1595962800,10915.36,10998.04,10857.61,10993.97,2109.482418,37930
1595966400,10993.98,11010.2,10941.74,10962.94,1672.391069,32762
1595970000,10962.94,11050,10962.78,10994.01,1606.841845,38753
1595973600,10994,11026.2,10856.17,10942.29,2444.481685,48580
1595977200,10942.57,10974.21,10890,10906.27,1506.062373,32082
1595980800,10906.27,10974.24,10865.04,10865.05,2095.50813,33837
1595984400,10865.43,10910,10831.55,10897.26,2411.542979,36463
1595988000,10897.26,10937.75,10877.58,10901.57,1553.83069,29070
1595991600,10901.59,11000,10901.59,10978.27,2227.873665,33626
1595995200,10978.02,11004.8,10928.77,10945.15,1496.930378,27533
1595998800,10945.15,10998,10812,10952.09,2595.148774,39753
1596002400,10952.08,11079.97,10938.37,11069,3599.828071,56019
1596006000,11069.01,11078.78,11002.9,11015.11,2573.077137,37931
1596009600,11015.29,11135,11013.27,11127.52,3575.794356,50645
1596013200,11127.52,11149.66,10916,11020,5818.793767,69067
1596016800,11020.25,11058.99,10979.5,11051.34,2708.865417,45126
1596020400,11050.53,11108.5,11015,11101,3131.961783,42681
1596024000,11101,11136.99,11065.85,11100.45,3024.144569,46356
1596027600,11101.18,11137.65,11044,11088.44,3107.463277,48080
1596031200,11088.44,11296.74,10970.2,11102.04,7898.201133,93860
1596034800,11102.03,11194.86,11095,11162.01,3386.417848,54897
1596038400,11161.86,11270,11155.01,11269.59,3939.324571,57189
1596042000,11269.6,11282.82,11105,11168.83,3952.006372,57272
1596045600,11168.83,11270,11150,11206.34,2764.174421,41476
1596049200,11206.35,11229.53,11162.06,11204.59,2508.941712,38967
1596052800,11204.95,11251.81,11175.65,11208.58,2104.037738,30439
1596056400,11208.58,11342.82,11198,11288.29,3709.820977,57923
1596060000,11288.3,11311.49,11226,11243.38,2535.967721,40310
1596063600,11243.37,11243.37,11042.82,11100.53,4118.438747,58782
1596067200,11100.52,11118,10970.19,11115.12,3235.006708,46839
1596070800,11115.12,11121.5,11040,11047.75,1506.26344,26008
1596074400,11047.8,11095,10937,10977.09,2870.926552,35257
1596078000,10977.78,11048.45,10952.19,10983.56,2280.054718,35183
1596081600,10983.56,11045,10968.7,11025.67,1505.091466,27551
1596085200,11025.86,11035,10961.03,10989.8,2012.500577,31530
1596088800,10989.81,11025,10916.07,11000.01,3356.978898,45056
1596092400,11000,11001,10893.3,10941.64,3591.294057,44690
1596096000,10941.64,11010.31,10930.07,11007.38,2362.588534,35081
1596099600,11007.38,11007.38,10945,10984.28,1698.710024,26364
1596103200,10984.28,10984.28,10913.12,10939.42,2206.164591,32353
1596106800,10939.49,10949,10887.28,10926.03,2350.638676,37304
1596110400,10925.82,10985,10921.61,10932.71,2354.430711,33486
1596114000,10932.72,11040.01,10831,11022.27,4932.359319,59900
1596117600,11022.27,11022.27,10950,10967.11,2710.303253,40174
1596121200,10967.11,11017.1,10962.55,11010.73,1880.716557,30528
1596124800,11010.73,11033,10971.48,11016.02,2635.935916,37256
1596128400,11016.05,11048,10993.26,11041.47,2540.462084,32205
1596132000,11041.3,11093.68,11036.24,11089.7,3563.251295,46523
1596135600,11089.7,11136,11074.94,11116.82,3239.670386,46245
1596139200,11116.82,11169,11115.61,11132.29,2689.344653,40284
1596142800,11132.25,11160,11057.81,11078.05,1918.543924,33620
1596146400,11077.83,11166.32,11077.82,11163.84,1404.284096,23140
1596150000,11163.57,11170,11084.61,11099.61,1949.306021,33383
1596153600,11099.79,11135.2,11027,11046.14,1802.202855,34942
1596157200,11046.12,11059.72,10960,11016.31,1958.931911,36901
1596160800,11016.3,11023,10983.71,10993.23,1293.231182,24972
1596164400,10993.2,11028.36,10964.5,10977.08,1364.814166,24217
1596168000,10976.26,11058.07,10974,11049.53,1648.11629,29105
1596171600,11049.53,11058.88,11030.59,11039.04,1433.507596,21400
1596175200,11039.04,11153.3,11034,11140.64,2475.512413,36238
1596178800,11140.63,11150.09,11093.76,11131.11,2387.799726,31734
1596182400,11131.11,11188.88,11087.12,11124.97,3454.428759,50574
1596186000,11124.97,11149.74,11102.79,11115.51,2518.52731,33184
1596189600,11115.51,11190.48,11105.22,11174.33,2529.016607,37962
1596193200,11174.34,11226,11137.44,11218.86,2810.539766,38340
1596196800,11218.86,11238,11171.29,11238,3117.45074,41385
1596200400,11238,11245,11111,11151.95,3475.999539,51730
1596204000,11151.95,11245,11136.39,11244.83,3296.847921,45975
1596207600,11244.83,11370,11220.05,11346.9,7649.403953,83376
1596211200,11346.89,11444,11211.37,11351.9,9628.754255,99550
1596214800,11351.89,11357.69,11272.54,11279.98,2539.346249,37961
1596218400,11279.98,11301.78,11223,11239.78,2204.390783,30191
1596222000,11239.79,11318.98,11232,11317.26,2081.24899,27200
1596225600,11316.77,11413.61,11302.06,11325.35,3323.357681,41341
1596229200,11326.62,11425,11294,11377.75,2614.218028,48782
1596232800,11377.74,11406.83,11295,11302.56,2605.656131,36170
1596236400,11302.56,11340,11279.44,11335.46,1850.358123,28354
1596240000,11335.46,11389,11220,11248.35,3192.171488,45488
1596243600,11247.86,11303.03,11226.23,11266.97,1685.735081,27094
1596247200,11266.97,11345.32,11258.71,11334.81,2095.667551,32541
1596250800,11334.91,11405.93,11318.59,11366.16,2687.160709,33852
1596254400,11366.16,11428.05,11335,11388.21,3062.946602,40180
1596258000,11388.21,11647.96,11373.97,11603.21,7853.541823,93136
1596261600,11603.21,11745,11553.76,11646.07,6901.786668,84323
1596265200,11646.29,11674.56,11580,11657.35,3460.500089,42934
1596268800,11657.34,11718,11628.91,11674.47,3009.137775,42725
1596272400,11674.42,11725,11630,11702.63,3277.671299,43620
1596276000,11702.64,11730.92,11591.02,11626.61,4213.167371,55905
1596279600,11626.48,11657.61,11552.5,11657,2947.463017,40317
1596283200,11657,11698.88,11628.28,11666.78,2547.988816,38564
1596286800,11666.78,11666.78,11490,11531.21,4794.286278,62125
1596290400,11531.21,11600,11503.26,11599.99,2685.037044,40299
1596294000,11599.99,11634.19,11575.71,11632.89,2157.059191,35704
1596297600,11632.89,11690,11604.6,11632.91,3324.338239,52011
1596301200,11632.91,11736,11632.41,11732.02,3562.970872,51384
1596304800,11732.62,11734.21,11561,11665.22,4227.322857,53960
1596308400,11665.22,11850,11658.22,11769.59,6363.316383,68896
1596312000,11769.09,11861,11653.06,11829.99,3925.671812,55168
1596315600,11829.67,11860,11732.2,11755,2366.452975,50755
1596319200,11755,11790,11696.16,11783.3,2551.492597,45999
1596322800,11783.31,11820.61,11731.71,11801.17,2194.598589,37272
1596326400,11801.17,11857,11740,11782.63,2872.638184,47209
1596330000,11782.63,11942.55,11772.13,11942.55,3707.136801,55304
1596333600,11942.54,11965.01,11892.88,11928.58,3785.415559,51092
1596337200,11928.4,12000,11870,12000,3746.422743,59258
1596340800,11999.96,12123.46,10518.5,11169.84,21611.39775,226807
1596344400,11170.8,11410.4,11111.88,11252.14,9098.57957,137266
1596348000,11251.76,11320,11202,11293.33,3609.675201,69200
1596351600,11293.33,11371.51,11254.36,11323.78,3704.525575,58772
1596355200,11325.95,11342.83,11263.13,11281.8,3374.27894,55216
1596358800,11281.64,11315,11227.24,11306.81,2514.934112,39761
1596362400,11305.41,11319.95,11122.01,11251.3,3366.173665,52992
1596366000,11251.31,11271.79,10931,11109.86,7149.787475,91331
1596369600,11105.54,11173.76,10960,10996.25,4328.207766,68754
1596373200,10993.39,11133.47,10979.91,11109.44,2670.61595,47171
1596376800,11109.43,11179.1,11059.84,11137.37,2570.403267,43965
1596380400,11137.44,11152.46,11072.89,11083.63,2108.114309,37035
1596384000,11083.62,11212.89,11064.01,11201.24,3067.643175,47688
1596387600,11201.86,11283.41,11170,11263.07,2748.460771,48718
1596391200,11263.07,11268.92,11198.48,11229.05,1871.965539,34210
1596394800,11228.95,11266.12,11117.65,11202.8,2333.294518,38106
1596398400,11202.8,11219.48,11080.6,11087.98,2108.33185,37471
1596402000,11087.98,11155.25,11000,11132.76,2084.358789,50398
1596405600,11132.76,11187.01,11104,11118.32,1583.241477,30453
1596409200,11118.32,11139.24,11032.25,11071.35,1537.47462,31723
1596412800,11071.36,11144.77,10936,11135.3,2773.288195,48318
1596416400,11135.3,11179.1,11108.11,11117.97,1768.036191,33848
1596420000,11117.97,11207.88,11117.97,11178.65,1779.632216,34273
1596423600,11178.55,11194.64,11115.07,11136.47,1666.929049,25458
1596427200,11136.27,11187.23,11132.43,11171.32,1083.257388,21708
1596430800,11171.32,11200,11126.44,11200,1593.169888,26303
1596434400,11200,11244.99,11165,11190.5,1982.388716,36693
1596438000,11190.5,11233.5,11183.85,11197.11,1493.181236,31982
1596441600,11196.93,11240,11172.28,11189.87,1942.765546,32645
1596445200,11189.87,11215.4,11122.82,11127.98,2181.487651,33527
1596448800,11128.07,11202.28,11120.69,11201.75,1766.031868,30245
1596452400,11201.75,11243,11174.61,11231.14,2932.630036,39895
1596456000,11231.15,11246.33,11191.31,11218.01,2428.100139,38079
