position_id,trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl
BINANCE-1-001,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240523-190000-001-000-1,O-20240524-040000-001-000-2,SELL,FLAT,0.000000,0.073537,2024-05-23 19:00:00+00:00,1716523200000000000,2024-05-24 04:00:00+00:00,32400000000000.0,67992.78,67603.6,['9.97135099 USDT'],0.00572,18.64777867 USDT
BINANCE-1-002,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240524-040000-001-000-3,O-20240524-050000-001-000-4,BUY,FLAT,0.000000,0.073961,2024-05-24 04:00:00+00:00,1716526800000000000,2024-05-24 05:00:00+00:00,3600000000000.0,67603.6,67299.99,['9.97760442 USDT'],-0.00449,-32.43290363 USDT
BINANCE-1-003,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240524-050000-001-000-5,O-20240524-210000-001-000-6,SELL,FLAT,0.000000,0.074294,2024-05-24 05:00:00+00:00,1716584400000000000,2024-05-24 21:00:00+00:00,57600000000000.0,67299.99,68788.0,['10.11052113 USDT'],-0.02211,-120.66073607 USDT
BINANCE-1-004,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240524-210000-001-000-7,O-20240525-030000-001-000-8,BUY,FLAT,0.000000,0.072687,2024-05-24 21:00:00+00:00,1716606000000000000,2024-05-25 03:00:00+00:00,21600000000000.0,68788.0,68688.0,['9.99271802 USDT'],-0.00145,-17.26141802 USDT
BINANCE-1-005,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240525-030000-001-000-9,O-20240525-100000-001-000-10,SELL,FLAT,0.000000,0.072793,2024-05-25 03:00:00+00:00,1716631200000000000,2024-05-25 10:00:00+00:00,25200000000000.0,68688.0,69104.67,['10.03034182 USDT'],-0.00607,-40.36100113 USDT
BINANCE-1-006,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240525-100000-001-000-11,O-20240525-210000-001-000-12,BUY,FLAT,0.000000,0.072354,2024-05-25 10:00:00+00:00,1716670800000000000,2024-05-25 21:00:00+00:00,39600000000000.0,69104.67,69139.009999999,['10.00248322 USDT'],0.0005,-7.51784686 USDT
BINANCE-1-007,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240525-210000-001-000-13,O-20240525-230000-001-000-14,SELL,FLAT,0.000000,0.072318,2024-05-25 21:00:00+00:00,1716678000000000000,2024-05-25 23:00:00+00:00,7200000000000.0,69139.009999999,69161.44,['10.00161195 USDT'],-0.00032,-11.62370469 USDT
BINANCE-1-008,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240525-230000-001-000-15,O-20240526-000000-001-000-16,BUY,FLAT,0.000000,0.072295,2024-05-25 23:00:00+00:00,1716681600000000000,2024-05-26 00:00:00+00:00,3600000000000.0,69161.44,69156.0,['9.99965932 USDT'],-8e-05,-10.39294412 USDT
BINANCE-1-009,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240526-000000-001-000-17,O-20240526-010000-001-000-18,SELL,FLAT,0.000000,0.072300,2024-05-26 00:00:00+00:00,1716685200000000000,2024-05-26 01:00:00+00:00,3600000000000.0,69156.0,68808.369999999,['9.97482395 USDT'],0.00503,15.15882505 USDT
BINANCE-1-010,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240526-010000-001-000-19,O-20240526-060000-001-000-20,BUY,FLAT,0.000000,0.072666,2024-05-26 01:00:00+00:00,1716703200000000000,2024-05-26 06:00:00+00:00,18000000000000.0,68808.369999999,69105.63,['10.02165872 USDT'],0.00432,11.57903644 USDT
BINANCE-1-011,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240526-060000-001-000-21,O-20240526-130000-001-000-22,SELL,FLAT,0.000000,0.072353,2024-05-26 06:00:00+00:00,1716728400000000000,2024-05-26 13:00:00+00:00,25200000000000.0,69105.63,69042.259999999,['9.99541429 USDT'],0.00092,-5.41040468 USDT
BINANCE-1-012,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240526-130000-001-000-23,O-20240526-140000-001-000-24,BUY,FLAT,0.000000,0.072419,2024-05-26 13:00:00+00:00,1716732000000000000,2024-05-26 14:00:00+00:00,3600000000000.0,69042.259999999,68668.6,['9.97288277 USDT'],-0.00541,-37.03296631 USDT
BINANCE-1-013,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240526-140000-001-000-25,O-20240526-150000-001-000-26,SELL,FLAT,0.000000,0.072813,2024-05-26 14:00:00+00:00,1716735600000000000,2024-05-26 15:00:00+00:00,3600000000000.0,68668.6,68778.14,['10.00790948 USDT'],-0.0016,-17.98384550 USDT
BINANCE-1-014,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240526-150000-001-000-27,O-20240526-160000-001-000-28,BUY,FLAT,0.000000,0.072698,2024-05-26 15:00:00+00:00,1716739200000000000,2024-05-26 16:00:00+00:00,3600000000000.0,68778.14,68842.8,['10.00476709 USDT'],0.00094,-5.30411441 USDT
BINANCE-1-015,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240526-160000-001-000-29,O-20240526-220000-001-000-30,SELL,FLAT,0.000000,0.072629,2024-05-26 16:00:00+00:00,1716760800000000000,2024-05-26 22:00:00+00:00,21600000000000.0,68842.8,68560.0,['9.97942796 USDT'],0.00411,10.56005324 USDT
