position_id,trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl
BINANCE-1-001,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240401-200000-001-000-1,O-20240404-190000-001-000-2,SELL,FLAT,0.000000,0.071578,2024-04-01 20:00:00+00:00,1712257200000000000,2024-04-04 19:00:00+00:00,255600000000000.0,69853.869999999,67787.91,['9.85212333 USDT'],0.02958,138.02516155 USDT
BINANCE-1-002,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240404-190000-001-000-3,O-20240405-000000-001-000-4,BUY,FLAT,0.000000,0.073759,2024-04-04 19:00:00+00:00,1712275200000000000,2024-04-05 00:00:00+00:00,18000000000000.0,67787.91,67760.929999999,['9.99794689 USDT'],-0.0004,-11.98796471 USDT
BINANCE-1-003,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240405-000000-001-000-5,O-20240405-010000-001-000-6,SELL,FLAT,0.000000,0.073789,2024-04-05 00:00:00+00:00,1712278800000000000,2024-04-05 01:00:00+00:00,3600000000000.0,67760.929999999,68033.33,['10.02012265 USDT'],-0.00402,-30.12024625 USDT
BINANCE-1-004,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240405-010000-001-000-7,O-20240405-040000-001-000-8,BUY,FLAT,0.000000,0.073493,2024-04-05 01:00:00+00:00,1712289600000000000,2024-04-05 04:00:00+00:00,10800000000000.0,68033.33,67647.99,['9.97162725 USDT'],-0.00566,-38.29141987 USDT
BINANCE-1-005,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240405-040000-001-000-9,O-20240407-000000-001-000-10,SELL,FLAT,0.000000,0.073912,2024-04-05 04:00:00+00:00,1712448000000000000,2024-04-07 00:00:00+00:00,158400000000000.0,67647.99,69300.009999999,['10.12210058 USDT'],-0.02442,-132.22620282 USDT
BINANCE-1-006,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240407-000000-001-000-11,O-20240407-010000-001-000-12,BUY,FLAT,0.000000,0.072150,2024-04-07 00:00:00+00:00,1712451600000000000,2024-04-07 01:00:00+00:00,3600000000000.0,69300.009999999,69510.0,['10.01514222 USDT'],0.00303,5.13563628 USDT
BINANCE-1-007,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240407-010000-001-000-13,O-20240407-020000-001-000-14,SELL,FLAT,0.000000,0.071932,2024-04-07 01:00:00+00:00,1712455200000000000,2024-04-07 02:00:00+00:00,3600000000000.0,69510.0,69493.979999999,['9.99883429 USDT'],0.00023,-8.84648365 USDT
BINANCE-1-008,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240407-020000-001-000-15,O-20240407-100000-001-000-16,BUY,FLAT,0.000000,0.071949,2024-04-07 02:00:00+00:00,1712484000000000000,2024-04-07 10:00:00+00:00,28800000000000.0,69493.979999999,69336.0,['9.98867823 USDT'],-0.00227,-21.35518125 USDT
BINANCE-1-009,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240407-100000-001-000-17,O-20240407-150000-001-000-18,SELL,FLAT,0.000000,0.072113,2024-04-07 10:00:00+00:00,1712502000000000000,2024-04-07 15:00:00+00:00,18000000000000.0,69336.0,69483.899999999,['10.01071945 USDT'],-0.00213,-20.67623215 USDT
BINANCE-1-010,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240407-150000-001-000-19,O-20240407-160000-001-000-20,BUY,FLAT,0.000000,0.071959,2024-04-07 15:00:00+00:00,1712505600000000000,2024-04-07 16:00:00+00:00,3600000000000.0,69483.899999999,69828.0,['10.02474501 USDT'],0.00495,14.73634689 USDT
BINANCE-1-011,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240407-160000-001-000-21,O-20240408-110000-001-000-22,SELL,FLAT,0.000000,0.071605,2024-04-07 16:00:00+00:00,1712574000000000000,2024-04-08 11:00:00+00:00,68400000000000.0,69828.0,72310.01,['10.17779221 USDT'],-0.03554,-187.90211826 USDT
BINANCE-1-012,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240408-110000-001-000-23,O-20240408-140000-001-000-24,BUY,FLAT,0.000000,0.069147,2024-04-08 11:00:00+00:00,1712584800000000000,2024-04-08 14:00:00+00:00,10800000000000.0,72310.01,71740.1,['9.96063295 USDT'],-0.00788,-49.36819972 USDT
BINANCE-1-013,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240408-140000-001-000-25,O-20240408-150000-001-000-26,SELL,FLAT,0.000000,0.069696,2024-04-08 14:00:00+00:00,1712588400000000000,2024-04-08 15:00:00+00:00,3600000000000.0,71740.1,71800.0,['10.00417081 USDT'],-0.00083,-14.17896121 USDT
BINANCE-1-014,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240408-150000-001-000-27,O-20240408-200000-001-000-28,BUY,FLAT,0.000000,0.069638,2024-04-08 15:00:00+00:00,1712606400000000000,2024-04-08 20:00:00+00:00,18000000000000.0,71800.0,71960.0,['10.01115888 USDT'],0.00223,1.13092112 USDT
BINANCE-1-015,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240408-200000-001-000-29,O-20240408-220000-001-000-30,SELL,FLAT,0.000000,0.069483,2024-04-08 20:00:00+00:00,1712613600000000000,2024-04-08 22:00:00+00:00,7200000000000.0,71960.0,71420.0,['9.96247254 USDT'],0.0075,27.55834746 USDT
BINANCE-1-016,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240408-220000-001-000-31,O-20240408-230000-001-000-32,BUY,FLAT,0.000000,0.070008,2024-04-08 22:00:00+00:00,1712617200000000000,2024-04-08 23:00:00+00:00,3600000000000.0,71420.0,71320.01,['9.99294262 USDT'],-0.0014,-16.99304254 USDT
BINANCE-1-017,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240408-230000-001-000-33,O-20240415-080000-001-000-34,SELL,FLAT,0.000000,0.070107,2024-04-08 23:00:00+00:00,1713168000000000000,2024-04-15 08:00:00+00:00,550800000000000.0,71320.01,66646.179999999,['9.67239568 USDT'],0.06553,317.99580413 USDT
BINANCE-1-018,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240415-080000-001-000-35,O-20240415-130000-001-000-36,BUY,FLAT,0.000000,0.075023,2024-04-15 08:00:00+00:00,1713186000000000000,2024-04-15 13:00:00+00:00,18000000000000.0,66646.179999999,64568.8,['9.84414144 USDT'],-0.03117,-165.69542118 USDT
