client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
O-20240401-200000-001-000-1,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-1-001,BINANCE-1-001,BINANCE-001,BINANCE-1-001,MARKET,SELL,0.071578,GTC,False,False,0.071578,TAKER,69853.869999999,0.0,['5.00000031 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,d8105992-2a0c-4b96-90f0-5767399f9ad2,2024-04-01 20:00:00+00:00,2024-04-01 20:00:00+00:00
O-20240402-010000-001-000-2,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-1-002,BINANCE-1-001,BINANCE-001,BINANCE-1-002,MARKET,BUY,0.071578,GTC,True,False,0.071578,TAKER,66000.0,0.0,['4.72414800 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,45b4f21d-5082-4a4b-8e09-84d562eb9852,2024-04-02 01:00:00+00:00,2024-04-02 01:00:00+00:00
O-20240402-010000-001-000-3,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-1-003,BINANCE-1-002,BINANCE-001,BINANCE-1-003,MARKET,BUY,0.075758,GTC,False,False,0.075758,TAKER,66000.0,0.0,['5.00002800 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,f4c6aa3b-88fd-4837-b92d-d64b65acab93,2024-04-02 01:00:00+00:00,2024-04-02 01:00:00+00:00
O-20240402-030000-001-000-4,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-1-004,BINANCE-1-002,BINANCE-001,BINANCE-1-004,MARKET,SELL,0.075758,GTC,True,False,0.075758,TAKER,66764.64,0.0,['5.05795560 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,63110ea3-f3ac-4eb3-bd04-771562c88df2,2024-04-02 03:00:00+00:00,2024-04-02 03:00:00+00:00
O-20240402-030000-001-000-5,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-1-005,BINANCE-1-003,BINANCE-001,BINANCE-1-005,MARKET,SELL,0.074890,GTC,False,False,0.074890,TAKER,66764.64,0.0,['5.00000389 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,f08ba1ca-5b6e-4382-99eb-4e03d176b712,2024-04-02 03:00:00+00:00,2024-04-02 03:00:00+00:00
O-20240402-060000-001-000-6,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-1-006,BINANCE-1-003,BINANCE-001,BINANCE-1-006,MARKET,BUY,0.074890,GTC,True,False,0.074890,TAKER,66446.22,0.0,['4.97615742 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,0d2c98af-0d05-4f0c-bca5-158e40515899,2024-04-02 06:00:00+00:00,2024-04-02 06:00:00+00:00
O-20240402-060000-001-000-7,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-1-007,BINANCE-1-004,BINANCE-001,BINANCE-1-007,MARKET,BUY,0.075249,GTC,False,False,0.075249,TAKER,66446.22,0.0,['5.00001161 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,ad3954ed-03fc-477f-a2bb-08afd22073aa,2024-04-02 06:00:00+00:00,2024-04-02 06:00:00+00:00
O-20240402-070000-001-000-8,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-1-008,BINANCE-1-004,BINANCE-001,BINANCE-1-008,MARKET,SELL,0.075249,GTC,True,False,0.075249,TAKER,66106.58,0.0,['4.97445404 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,09d26370-d0bb-44f8-b740-7510dc4944c5,2024-04-02 07:00:00+00:00,2024-04-02 07:00:00+00:00
O-20240402-070000-001-000-9,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-1-009,BINANCE-1-005,BINANCE-001,BINANCE-1-009,MARKET,SELL,0.075635,GTC,False,False,0.075635,TAKER,66106.58,0.0,['4.99997118 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,dfb6c915-5bfe-4d35-ba5d-46c96d4ee3c4,2024-04-02 07:00:00+00:00,2024-04-02 07:00:00+00:00
O-20240402-090000-001-000-10,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-1-010,BINANCE-1-005,BINANCE-001,BINANCE-1-010,MARKET,BUY,0.075635,GTC,True,False,0.075635,TAKER,65622.69,0.0,['4.96337216 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,d92c0028-2b82-49ed-bb7b-75eff64eb2f8,2024-04-02 09:00:00+00:00,2024-04-02 09:00:00+00:00
