client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
O-20240401-200000-001-000-1,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-1-001,BINANCE-1-001,BINANCE-001,BINANCE-1-001,MARKET,BUY,0.071578,GTC,False,False,0.071578,TAKER,69853.869999999,0.0,['5.00000031 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,71a9cade-ca91-4906-9011-44f10148c89a,2024-04-01 20:00:00+00:00,2024-04-01 20:00:00+00:00
O-20240401-230000-001-000-2,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-1-002,BINANCE-1-001,BINANCE-001,BINANCE-1-002,MARKET,SELL,0.071578,GTC,True,False,0.071578,TAKER,69040.0,0.0,['4.94174512 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,f6f7c0dc-10d4-4aa5-b2e1-d9d5fbb3b04d,2024-04-01 23:00:00+00:00,2024-04-01 23:00:00+00:00
O-20240401-230000-001-000-3,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-1-003,BINANCE-1-002,BINANCE-001,BINANCE-1-003,MARKET,SELL,0.072422,GTC,False,False,0.072422,TAKER,69040.0,0.0,['5.00001488 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,2fc00c3d-6c43-42e1-b640-1b143ae197d9,2024-04-01 23:00:00+00:00,2024-04-01 23:00:00+00:00
O-20240402-010000-001-000-4,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-1-004,BINANCE-1-002,BINANCE-001,BINANCE-1-004,MARKET,BUY,0.072422,GTC,True,False,0.072422,TAKER,66000.0,0.0,['4.77985200 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,795de312-60e1-446c-a410-43afbace1724,2024-04-02 01:00:00+00:00,2024-04-02 01:00:00+00:00
O-20240402-010000-001-000-5,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-1-005,BINANCE-1-003,BINANCE-001,BINANCE-1-005,MARKET,BUY,0.075758,GTC,False,False,0.075758,TAKER,66000.0,0.0,['5.00002800 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,44fc4b13-dfdc-42a4-be57-9ffad2d33069,2024-04-02 01:00:00+00:00,2024-04-02 01:00:00+00:00
O-20240402-050000-001-000-6,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-1-006,BINANCE-1-003,BINANCE-001,BINANCE-1-006,MARKET,SELL,0.075758,GTC,True,False,0.075758,TAKER,66700.0,0.0,['5.05305860 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,b465afce-7998-448e-aec6-9c91914a8eca,2024-04-02 05:00:00+00:00,2024-04-02 05:00:00+00:00
O-20240402-050000-001-000-7,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-1-007,BINANCE-1-004,BINANCE-001,BINANCE-1-007,MARKET,SELL,0.074963,GTC,False,False,0.074963,TAKER,66700.0,0.0,['5.00003210 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,d1589dd4-62b7-4d0a-958d-60f8f858ec7a,2024-04-02 05:00:00+00:00,2024-04-02 05:00:00+00:00
O-20240402-070000-001-000-8,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-1-008,BINANCE-1-004,BINANCE-001,BINANCE-1-008,MARKET,BUY,0.074963,GTC,True,False,0.074963,TAKER,66106.58,0.0,['4.95554756 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,50589a3b-1616-4f80-8d71-0be2357ae3bb,2024-04-02 07:00:00+00:00,2024-04-02 07:00:00+00:00
O-20240402-070000-001-000-9,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-1-009,BINANCE-1-005,BINANCE-001,BINANCE-1-009,MARKET,BUY,0.075635,GTC,False,False,0.075635,TAKER,66106.58,0.0,['4.99997118 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,4d802a9e-9545-4a3f-8740-ca586a23427d,2024-04-02 07:00:00+00:00,2024-04-02 07:00:00+00:00
O-20240402-080000-001-000-10,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-1-010,BINANCE-1-005,BINANCE-001,BINANCE-1-010,MARKET,SELL,0.075635,GTC,True,False,0.075635,TAKER,66240.02,0.0,['5.01006391 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,a86d21a6-ef4f-490d-8ffc-5f372f4bd06a,2024-04-02 08:00:00+00:00,2024-04-02 08:00:00+00:00
