,total,locked,free,currency,account_id,account_type,base_currency,margins,reported,info
2024-04-01 01:00:00+00:00,9995.00001996,0E-8,9995.00001996,USDT,BINANCE-001,MARGIN,,[],True,{}
2024-04-01 21:00:00+00:00,9995.00001996,0E-8,9995.00001996,USDT,BINANCE-001,MARGIN,,[],False,{}
2024-04-01 23:00:00+00:00,9930.23702056,4.99998004,9925.23704052,USDT,BINANCE-001,MARGIN,,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.99998004', 'currency': 'USDT', 'instrument_id': 'BTCUSDT.BINANCE'}]",False,{}
2024-04-01 23:00:00+00:00,9925.23700568,0E-8,9925.23700568,USDT,BINANCE-001,MARGIN,,[],False,{}
2024-04-02 01:00:00+00:00,10140.62003368,5.00001488,10135.62001880,USDT,BINANCE-001,MARGIN,,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '5.00001488', 'currency': 'USDT', 'instrument_id': 'BTCUSDT.BINANCE'}]",False,{}
2024-04-02 01:00:00+00:00,10135.62000568,0E-8,10135.62000568,USDT,BINANCE-001,MARGIN,,[],False,{}
2024-04-02 02:00:00+00:00,10175.43067635,5.00002800,10170.43064835,USDT,BINANCE-001,MARGIN,,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '5.00002800', 'currency': 'USDT', 'instrument_id': 'BTCUSDT.BINANCE'}]",False,{}
2024-04-02 02:00:00+00:00,10170.43067586,0E-8,10170.43067586,USDT,BINANCE-001,MARGIN,,[],False,{}
2024-04-02 04:00:00+00:00,10200.85615803,5.00000049,10195.85615754,USDT,BINANCE-001,MARGIN,,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '5.00000049', 'currency': 'USDT', 'instrument_id': 'BTCUSDT.BINANCE'}]",False,{}
2024-04-02 04:00:00+00:00,10195.85617304,0E-8,10195.85617304,USDT,BINANCE-001,MARGIN,,[],False,{}
2024-04-02 05:00:00+00:00,10234.61469149,4.99998499,10229.61470650,USDT,BINANCE-001,MARGIN,,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.99998499', 'currency': 'USDT', 'instrument_id': 'BTCUSDT.BINANCE'}]",False,{}
2024-04-02 05:00:00+00:00,10229.61465939,0E-8,10229.61465939,USDT,BINANCE-001,MARGIN,,[],False,{}
2024-04-02 11:00:00+00:00,10318.49912508,5.00003210,10313.49909298,USDT,BINANCE-001,MARGIN,,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '5.00003210', 'currency': 'USDT', 'instrument_id': 'BTCUSDT.BINANCE'}]",False,{}
2024-04-02 11:00:00+00:00,10313.49909550,0E-8,10313.49909550,USDT,BINANCE-001,MARGIN,,[],False,{}
2024-04-02 12:00:00+00:00,10369.63030553,5.00002958,10364.63027595,USDT,BINANCE-001,MARGIN,,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '5.00002958', 'currency': 'USDT', 'instrument_id': 'BTCUSDT.BINANCE'}]",False,{}
2024-04-02 12:00:00+00:00,10364.63029836,0E-8,10364.63029836,USDT,BINANCE-001,MARGIN,,[],False,{}
