,total,locked,free,currency,account_id,account_type,base_currency,margins,reported,info
2024-04-01 01:00:00+00:00,9995.00001996,0E-8,9995.00001996,USDT,BINANCE-001,MARGIN,,[],True,{}
2024-04-01 21:00:00+00:00,9995.00001996,0E-8,9995.00001996,USDT,BINANCE-001,MARGIN,,[],False,{}
2024-04-02 01:00:00+00:00,10267.62743216,4.99998004,10262.62745212,USDT,BINANCE-001,MARGIN,,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.99998004', 'currency': 'USDT', 'instrument_id': 'BTCUSDT.BINANCE'}]",False,{}
2024-04-02 01:00:00+00:00,10262.62740416,0E-8,10262.62740416,USDT,BINANCE-001,MARGIN,,[],False,{}
2024-04-02 02:00:00+00:00,10302.43807483,5.00002800,10297.43804683,USDT,BINANCE-001,MARGIN,,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '5.00002800', 'currency': 'USDT', 'instrument_id': 'BTCUSDT.BINANCE'}]",False,{}
2024-04-02 02:00:00+00:00,10297.43807434,0E-8,10297.43807434,USDT,BINANCE-001,MARGIN,,[],False,{}
2024-04-02 06:00:00+00:00,10303.40152944,5.00000049,10298.40152895,USDT,BINANCE-001,MARGIN,,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '5.00000049', 'currency': 'USDT', 'instrument_id': 'BTCUSDT.BINANCE'}]",False,{}
2024-04-02 06:00:00+00:00,10298.40151783,0E-8,10298.40151783,USDT,BINANCE-001,MARGIN,,[],False,{}
2024-04-02 08:00:00+00:00,10277.90067877,5.00001161,10272.90066716,USDT,BINANCE-001,MARGIN,,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '5.00001161', 'currency': 'USDT', 'instrument_id': 'BTCUSDT.BINANCE'}]",False,{}
2024-04-02 08:00:00+00:00,10272.90068334,0E-8,10272.90068334,USDT,BINANCE-001,MARGIN,,[],False,{}
2024-04-02 11:00:00+00:00,10327.68104849,4.99999543,10322.68105306,USDT,BINANCE-001,MARGIN,,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.99999543', 'currency': 'USDT', 'instrument_id': 'BTCUSDT.BINANCE'}]",False,{}
2024-04-02 11:00:00+00:00,10322.68101891,0E-8,10322.68101891,USDT,BINANCE-001,MARGIN,,[],False,{}
2024-04-02 13:00:00+00:00,10275.02977863,5.00002958,10270.02974905,USDT,BINANCE-001,MARGIN,,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '5.00002958', 'currency': 'USDT', 'instrument_id': 'BTCUSDT.BINANCE'}]",False,{}
2024-04-02 13:00:00+00:00,10270.02981023,0E-8,10270.02981023,USDT,BINANCE-001,MARGIN,,[],False,{}
2024-04-02 14:00:00+00:00,10214.59295757,4.99996840,10209.59298917,USDT,BINANCE-001,MARGIN,,"[{'type': 'MarginBalance', 'initial': '0E-8', 'maintenance': '4.99996840', 'currency': 'USDT', 'instrument_id': 'BTCUSDT.BINANCE'}]",False,{}
2024-04-02 14:00:00+00:00,10209.59294040,0E-8,10209.59294040,USDT,BINANCE-001,MARGIN,,[],False,{}
