Timestamp,Open,High,Low,Close,Volume,rsi,atr,cmf
2018-01-07 06:00:00,16564.0,16683.44,16400.0,16417.05,721.569884,43.04017471883104,289.0920846124317,0.05931356639387299
2018-01-07 07:00:00,16418.0,16749.98,16409.71,16746.99,577.84518,53.52486604809449,292.747649997258,0.11417103456696774
2018-01-07 08:00:00,16747.0,16886.75,16695.66,16719.02,640.796589,52.64026540498324,285.4863892831682,0.12626952264347427
2018-01-07 09:00:00,16719.01,16800.0,16579.33,16690.06,443.503664,51.687754187723314,280.8566471915132,0.1382462368313587
2018-01-07 10:00:00,16690.06,16814.72,16633.16,16739.0,215.643791,53.22799321470691,273.76402953497666,0.11585084206784874
2018-01-07 11:00:00,16738.99,16780.96,16560.02,16607.0,175.762476,48.7166776240015,269.9908845681925,0.0831610451137794
2018-01-11 22:00:00,13379.51,13459.0,12816.94,12975.99,1077.485523,36.74717254837436,521.9581870186528,-0.002209367105173868
2018-01-11 23:00:00,12975.99,13400.0,12511.0,13238.78,1948.883225,42.348359165226135,548.1754593744633,0.11214102101649819
2018-01-12 00:00:00,13238.76,13238.76,12500.0,12974.12,1512.63777,38.63750934500082,561.7900694191446,-0.01152330694819152
2018-01-12 01:00:00,12964.89,13500.0,12906.27,13392.56,924.692877,46.604128221341355,564.0714930320629,0.09244259946043804
2018-01-12 02:00:00,13392.56,13549.98,13228.01,13399.71,641.344154,46.73139057570236,546.7785292440584,0.08776953534519569
2018-01-12 03:00:00,13373.0,13855.0,13349.81,13850.0,1093.028678,54.14382760961467,543.80792001234,0.09631621217054688
2018-01-22 15:00:00,10609.84,10637.0,10139.97,10330.0,3098.484481,29.709082516382452,378.8459871204097,-0.04986354712045821
2018-01-22 16:00:00,10330.06,10640.01,10231.0,10466.73,2811.184173,33.21089596062589,381.00055946895185,-0.002355913961330602
2018-01-22 17:00:00,10466.68,10750.0,10400.0,10540.0,1493.402785,35.07743268915931,378.7862337925981,-0.055491461564154465
2018-01-22 18:00:00,10538.0,10650.0,10320.0,10399.81,1242.093635,33.16749531739022,375.30150280741253,-0.051466891326560946
2018-01-22 19:00:00,10399.82,10580.0,10320.0,10540.71,1234.201707,36.88702977947685,367.0656811783116,-0.058509587964929215
2018-01-22 20:00:00,10507.01,10555.96,10242.0,10349.93,1302.901205,34.118216289989604,363.27241823700354,-0.11581760507715189
2018-01-23 10:00:00,10379.95,10489.99,10210.0,10291.24,915.332622,40.06643026039703,357.10432871632867,0.04492006135049536
2018-01-23 11:00:00,10295.95,10380.36,9905.0,10143.1,2479.971253,37.39380309581375,365.5511623794481,0.06805246892943811
2018-01-23 12:00:00,10143.01,10355.0,9987.02,10185.0,2109.478162,38.64051413719538,365.724650780916,0.06118912665958393
2018-01-23 13:00:00,10199.7,10400.03,10016.87,10300.13,1504.584147,42.05498735090014,366.97003286799344,0.09278230761822034
2018-01-23 14:00:00,10300.4,10495.0,10228.79,10459.55,1209.643569,46.49491638589427,359.7728876631367,0.14036803007518753
2018-01-23 15:00:00,10460.05,10770.54,10410.06,10750.0,1908.516523,53.48757335642931,359.8233956871985,0.1627382788560027
2018-01-23 11:00:00,10295.95,10380.36,9905.0,10143.1,2479.971253,37.39380309581375,365.5511623794481,0.06805246892943811
2018-01-23 12:00:00,10143.01,10355.0,9987.02,10185.0,2109.478162,38.64051413719538,365.724650780916,0.06118912665958393
2018-01-23 13:00:00,10199.7,10400.03,10016.87,10300.13,1504.584147,42.05498735090014,366.97003286799344,0.09278230761822034
2018-01-23 14:00:00,10300.4,10495.0,10228.79,10459.55,1209.643569,46.49491638589427,359.7728876631367,0.14036803007518753
2018-01-23 15:00:00,10460.05,10770.54,10410.06,10750.0,1908.516523,53.48757335642931,359.8233956871985,0.1627382788560027
2018-01-23 16:00:00,10750.0,11399.0,10740.0,11334.96,3607.628722,63.76003298386667,381.1931531381129,0.24629197283864682
2018-01-28 01:00:00,11539.96,11575.0,11408.0,11502.68,611.413721,58.088932266541406,194.86558239862958,0.1525373032419325
2018-01-28 02:00:00,11518.0,11588.47,11444.01,11524.98,462.334011,58.93753904582878,191.26518365587026,0.17282538411051054
2018-01-28 03:00:00,11516.11,11600.0,11516.1,11592.93,549.131959,61.495856978179255,183.59624196616522,0.19276849762045836
2018-01-28 04:00:00,11592.93,11849.0,11581.85,11838.0,1121.330614,68.99799007947223,189.56436754001055,0.2722820248615701
2018-01-28 05:00:00,11838.0,12100.03,11832.0,11905.7,1735.802412,70.69654403596643,195.16905557286697,0.18239324216106215
2018-01-28 06:00:00,11905.7,12244.0,11870.0,12213.06,1032.261103,76.88774812340966,207.94269446051933,0.24134111249589899
2018-01-31 19:00:00,10061.19,10141.41,10005.0,10114.27,315.567183,44.208077519451344,228.0546702887256,0.08306845845693961
2018-01-31 20:00:00,10114.36,10199.0,10090.0,10185.58,388.891005,47.22340096814757,219.55076526810234,0.2014629133447903
2018-01-31 21:00:00,10185.58,10199.0,10090.0,10120.02,254.754565,44.824820308724476,211.65428203466647,0.15219966191782197
2018-01-31 22:00:00,10130.39,10227.99,10117.03,10172.88,329.252523,47.15543402907172,204.46183331790454,0.09467874967867597
2018-01-31 23:00:00,10172.88,10298.0,10124.69,10285.1,288.908913,51.80933610478151,202.23670236662562,0.14464259928321496
2018-02-01 00:00:00,10285.1,10335.0,10215.07,10263.18,594.44129,50.86699538080241,196.35765219758096,0.13855510268952542
2018-02-03 05:00:00,8463.74,8571.0,8331.0,8516.3,974.648603,43.037118834142824,294.1459477223785,0.1412762632608151
2018-02-03 06:00:00,8519.84,8771.95,8450.63,8715.0,930.467675,48.85123779975993,296.08695145649443,0.18253651242559243
2018-02-03 07:00:00,8714.95,8788.0,8630.77,8708.82,854.216397,48.68479668411484,286.16859778103054,0.21035933434525697
2018-02-03 08:00:00,8708.82,8989.0,8579.0,8934.0,1485.741018,54.73627351258787,295.01369793952836,0.20558482518111065
2018-02-03 09:00:00,8934.06,9048.99,8863.92,8928.89,1162.014278,54.57897794380642,287.16057665813344,0.0385408104631567
2018-02-03 10:00:00,8928.0,8928.0,8729.68,8830.01,1129.222023,51.49521907004687,280.87839261112384,0.09547861563917485
2018-02-03 06:00:00,8519.84,8771.95,8450.63,8715.0,930.467675,48.85123779975993,296.08695145649443,0.18253651242559243
2018-02-03 07:00:00,8714.95,8788.0,8630.77,8708.82,854.216397,48.68479668411484,286.16859778103054,0.21035933434525697
2018-02-03 08:00:00,8708.82,8989.0,8579.0,8934.0,1485.741018,54.73627351258787,295.01369793952836,0.20558482518111065
2018-02-03 09:00:00,8934.06,9048.99,8863.92,8928.89,1162.014278,54.57897794380642,287.16057665813344,0.0385408104631567
2018-02-03 10:00:00,8928.0,8928.0,8729.68,8830.01,1129.222023,51.49521907004687,280.87839261112384,0.09547861563917485
2018-02-03 11:00:00,8830.01,9123.0,8765.82,9099.87,1319.746795,58.40290737050525,286.328507424615,0.06334140740609139
2018-02-04 23:00:00,8444.25,8461.16,8125.12,8184.81,1061.881753,36.640760380536925,263.6238940587835,-0.015187073868701849
2018-02-05 00:00:00,8179.99,8342.05,8165.03,8229.89,1069.443347,38.24965785440635,257.43790162601323,-0.01107116085912455
2018-02-05 01:00:00,8220.88,8229.87,7971.08,8104.08,2082.425376,35.53746367079685,257.53590865272656,-0.025509838650519732
2018-02-05 02:00:00,8104.07,8188.0,7910.0,8038.62,1619.008358,34.179450975559874,258.9976294632461,-0.012414555801119435
2018-02-05 03:00:00,8047.07,8250.0,8032.4,8137.23,1456.790393,38.021709940278164,256.04065593015713,-0.006526949938038256
2018-02-05 04:00:00,8148.83,8330.0,8000.21,8300.03,1090.433043,43.84941473788102,261.30846622086017,0.026602814953304906
2018-02-17 19:00:00,10752.95,10772.0,10675.9,10722.99,901.569479,61.92245605574141,151.68766987794373,0.25870217211655727
2018-02-17 20:00:00,10720.0,10773.41,10675.1,10745.0,1027.938339,62.83853957915137,147.8749791723763,0.24826016515183952
2018-02-17 21:00:00,10745.0,10828.0,10739.03,10818.99,866.461798,65.81587825325117,143.66748066006366,0.22127975423060114
2018-02-17 22:00:00,10813.88,10944.0,10721.0,10900.0,1567.239402,68.76645573059997,149.33408918434483,0.28659812284746317
