Timestamp,Close,rsi,cmf,natr,MA
2018-01-07 06:00:00,0.5317320086679652,0.4304017471883103,0.0593135663938729,0.0176092589480102,0.5409795571624952
2018-01-07 07:00:00,0.6114670443255333,0.5352486604809449,0.1141710345669677,0.017480612933862,0.550255410064419
2018-01-07 08:00:00,0.551769147342315,0.5264026540498324,0.1262695226434742,0.0170755456529849,0.5509466778472465
2018-01-07 09:00:00,0.551597236454125,0.5168775418772331,0.1382462368313587,0.0168277793603805,0.5551447218958716
2018-01-07 10:00:00,0.5644992004288636,0.5322799321470691,0.1158508420678487,0.0163548616724402,0.5563557732707981
2018-01-07 11:00:00,0.5344836460423732,0.487166776240015,0.0831610451137794,0.0162576554807125,0.5578282049121752
2018-01-11 22:00:00,0.4716388596789295,0.3674717254837435,-0.0022093671051738,0.0402249221075735,0.5275491881154495
2018-01-11 23:00:00,0.6118865216232592,0.4234835916522613,0.1121410210164981,0.0414067957451112,0.5357264017324306
2018-01-12 00:00:00,0.5005055002408231,0.3863750934500082,-0.0115233069481915,0.0433008226699879,0.53631647442665
2018-01-12 01:00:00,0.6442491343077098,0.4660412822134135,0.092442599460438,0.042118272610469,0.5485343237897011
2018-01-12 02:00:00,0.5578726638228572,0.4673139057570236,0.0877695353451956,0.0408052509527488,0.5554979904858036
2018-01-12 03:00:00,0.6478732520599528,0.5414382760961467,0.0963162121705468,0.0392641097481833,0.5694551536730377
2018-01-22 15:00:00,0.481850516721479,0.2970908251638245,-0.0498635471204582,0.0366743453165933,0.5054310818992926
2018-01-22 16:00:00,0.5927886976998277,0.3321089596062589,-0.0023559139613306,0.036401107076322,0.510097182200419
2018-01-22 17:00:00,0.5757024738512079,0.3507743268915931,-0.0554914615641544,0.0359379728455975,0.5135279193272678
2018-01-22 18:00:00,0.519336210988904,0.3316749531739022,-0.0514668913265609,0.0360873422502346,0.5256776508424129
2018-01-22 19:00:00,0.5936411276062983,0.3688702977947685,-0.0585095879649292,0.0348236201525619,0.5294158807382385
2018-01-22 20:00:00,0.5058433858123016,0.341182162899896,-0.1158176050771518,0.0350990217554131,0.549952454838947
2018-01-23 10:00:00,0.5344888390286354,0.4006643026039703,0.0449200613504953,0.0346998348805711,0.5360377545603909
2018-01-23 11:00:00,0.5162658300993733,0.3739380309581375,0.0680524689294381,0.0360393925308286,0.5405819325416132
2018-01-23 12:00:00,0.5678048745322724,0.3864051413719538,0.0611891266595839,0.0359081640432907,0.5495348613756205
2018-01-23 13:00:00,0.5875054603623542,0.4205498735090014,0.0927823076182203,0.0356277088607613,0.5564008277423559
2018-01-23 14:00:00,0.5989040181416297,0.4649491638589427,0.1403680300751875,0.0343965933202801,0.5643971033872988
2018-01-23 15:00:00,0.6322030678833339,0.5348757335642931,0.1627382788560027,0.0334719437848556,0.5644579481379467
2018-01-23 11:00:00,0.5162658300993733,0.3739380309581375,0.0680524689294381,0.0360393925308286,0.5405819325416132
