Timestamp,Open,High,Low,Close,Volume,sma_7,rsi_5,rsi_7,atr,cmf
2018-01-07 06:00:00,16564.0,16683.44,16400.0,16417.05,721.569884,16710.244285714285,19.20278637895491,27.9811991551052,269.62658798564564,0.05454775449724063
2018-01-07 07:00:00,16418.0,16749.98,16409.71,16746.99,577.84518,16672.801428571427,55.31163946225734,52.99685538409594,279.71850398769635,0.06948064366428004
2018-01-07 08:00:00,16747.0,16886.75,16695.66,16719.02,640.796589,16639.658571428572,52.81068040209892,51.23669826749033,267.0572891323112,0.01681421420474241
2018-01-07 09:00:00,16719.01,16800.0,16579.33,16690.06,443.503664,16632.104285714286,49.89104414320355,49.260401488900754,260.43053354198076,-0.01586166904654
2018-01-07 10:00:00,16690.06,16814.72,16633.16,16739.0,215.643791,16631.864285714288,55.13101262138758,52.846307722132686,249.1633144645551,-0.007098753522735038
2018-01-07 11:00:00,16738.99,16780.96,16560.02,16607.0,175.762476,16640.445714285714,40.76048672358922,43.23207302903145,245.1314123981899,-0.06553975513062922
2018-01-11 22:00:00,13379.51,13459.0,12816.94,12975.99,1077.485523,13492.347142857141,16.938607718855692,25.618874256435518,506.58222139140224,-0.09423335943191494
2018-01-11 23:00:00,12975.99,13400.0,12511.0,13238.78,1948.883225,13390.85,39.098221241505726,39.752752421191985,561.2133326212019,0.035502724285417925
2018-01-12 00:00:00,13238.76,13238.76,12500.0,12974.12,1512.63777,13294.294285714288,29.268301335430635,32.49719565431913,586.5799993896017,0.09527011275492205
2018-01-12 01:00:00,12964.89,13500.0,12906.27,13392.56,924.692877,13255.874285714284,52.74711708933909,49.49900524697296,587.6014280482299,0.09689736429498777
2018-01-12 02:00:00,13392.56,13549.98,13228.01,13399.71,641.344154,13251.524285714286,53.079780469889386,49.75130553894988,549.6540811841969,0.059671058886158694
2018-01-12 03:00:00,13373.0,13855.0,13349.81,13850.0,1093.028678,13315.81,69.81085350046271,63.24355520107807,543.3020695864545,0.1477966131615179
2018-01-22 15:00:00,10609.84,10637.0,10139.97,10330.0,3098.484481,11071.58,15.232516080816296,19.92576632431357,419.8835388576094,-0.12240394597208547
